username,submission_week,function_summaries
katldewitt,9,[]
kborgen37,9,"['bigquery.Client', 'bigquery_client.query', 'csv.writer', 'dict.fromkeys', 'exploreData.head', 'export.append', 'i.answers.insert', 'import', 'len', 'list', 'open', 'pd.set_option', 'plt.bar', 'plt.plot', 'predictionData.values.tolist', 'print', 'query_job.to_dataframe', 'set', 'statistics.mean', 'statistics.median', 'statistics.stdev', 'temp.append', 'testListx.append', 'testListy.append', 'tuple', 'unemploymentData.head', 'unemploymentData.values.tolist', 'uuid.append', 'uuid.count', 'values.append', 'write.writerow', 'write.writerows', 'x1.append', 'xCount.append', 'xValues.append', 'xValues.count', 'y.count', 'y1.append', 'y1.index']"
kd-2dvaghela,9,[]
konoikon,9,"['ProfileReport', 'Prophet', 'bigquery.Client', 'bigquery_client.query', 'df.drop', 'df.drop_duplicates', 'df.fillna', 'df.mean', 'import', 'm.add_seasonality', 'm.fit', 'm.make_future_dataframe', 'm.plot', 'm.predict', 'model.make_future_dataframe', 'new_prof.to_notebook_iframe', 'np.ceil', 'pd.DatetimeIndex', 'pd.to_datetime', 'prediction_list.head', 'preprocessing', 'print', 'profile.to_notebook_iframe', 'query_job.to_dataframe', 'str', 'type', 'unemployment_data.apply', 'unemployment_data.drop', 'unemployment_data.drop_duplicates', 'unemployment_data.head', 'unemployment_data.sort_values', 'wage_data.head']"
krongch2,9,"['COL_MAP', 'COL_MAP.d.dropna', 'COL_MAP.d.loc.reset_index', 'COL_MAP.dd.get_dummies', 'COL_MAP.g.dropna', 'COL_MAP.keys', 'ConvergenceWarning', 'IterativeImputer', 'LinearRegression', 'RandomForestRegressor', 'VAR', 'X.head', 'X.replace', 'a.groupby', 'abs', 'alpha.g.ewm.mean', 'arimax', 'arma.join', 'arma39.to_dict', 'arma_ewm.set_index', 'arma_week39.predicted_mean.astype', 'arma_week39.to_dict', 'avg.corr', 'ax.fill_between', 'ax.legend', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_xlim', 'ax.set_yabel', 'ax.set_ylabel', 'ax.set_ylim', 'ax.title', 'axs.legend', 'axs.set_ylabel', 'best_results.get_prediction', 'best_results.plot_diagnostics', 'bifquery.Client', 'bigquery.Client', 'bigquery_client.query', 'c.columns.difference', 'check', 'check_edu', 'clean', 'col.df.mean', 'col.g.isnull', 'col.g.isnull.all', 'col.gg.isnull', 'col.gg.isnull.all', 'colname.g.impute_logistic.copy', 'cols_numeric.d.loc.astype', 'combine', 'compare_arima', 'compare_ewm', 'compare_two_arima_rms', 'compared_ewm', 'cond1.all', 'cond2.cond1.all', 'convert_to_submission', 'covid19_cases_data.head', 'd.apply', 'd.astype', 'd.average_wage.isna', 'd.columns.difference', 'd.columns.differnce', 'd.corr', 'd.drop', 'd.dropna', 'd.fillna', 'd.filt.reset_index', 'd.get_subset.impute_industry.head', 'd.gropuby', 'd.groupby', 'd.groupby.apply', 'd.groupby.mean', 'd.groupby.sort_values', 'd.groupby.transform', 'd.interpolate', 'd.isnull', 'd.isnull.sum', 'd.items', 'd.join', 'd.keys', 'd.pd.to_datetime.astype', 'd.preprocess_xgb.isnull', 'd.preprocess_xgb.isnull.sum', 'd.replace', 'd.reset_index', 'd.sort_values', 'd.to_csv', 'd.total_claims.max', 'd.uu_id.unique', 'd.uu_ids.unique', 'd.values', 'data.corr', 'data.drop', 'data.head', 'data.plot', 'data.sample', 'data.set_index', 'data.shift', 'datetime.datetime.strptime', 'datetime.strptime', 'dd.astype', 'dd.drop', 'dd.head', 'dd.index.pd.DatetimeIndex.to_period', 'dd.map', 'dd.plot', 'dd.set_index', 'dd.sort_values', 'dd.top_category_employer1.unique', 'dd.top_category_employer2.unique', 'dd.uu_id.unique', 'df.any', 'df.copy', 'df.copy.reset_index', 'df.fillna', 'df.iterrows', 'df.mean', 'df.replace', 'df.to_csv', 'df.to_dict', 'df.to_dict.iterrows', 'df.unique', 'df.uu_id.unique', 'df.values.tolist', 'df_imputed.drop', 'dict', 'dir', 'e.fillna', 'e.head', 'encoder.fit_transform', 'enumberate', 'enumerate', 'ewm.to_csv', 'f.sort_values', 'f.sort_values.reset_index', 'fig.tight_layout', 'fill_na_weeks', 'fill_na_weeks.d.groupby.apply.reset_index', 'fill_non_existing_weeks', 'fill_non_existing_weeks.d.groupby.apply.reset_index', 'filt', 'fit.predict', 'float', 'format', 'fsm.ols', 'g.any', 'g.apply', 'g.astype', 'g.columns.difference', 'g.concat', 'g.copy', 'g.copy.reset_index', 'g.drop', 'g.ewm', 'g.ewm.mean', 'g.ewm.mean.reset_index', 'g.iloc.values.mean', 'g.index.pd.DatetimeIndex.to_period', 'g.isnull', 'g.join', 'g.loc.impute_iterative.reset_index', 'g.method.unique', 'g.plot', 'g.replace', 'g.set_index', 'g.sort_values', 'g.to_dict', 'g.total_claims.mean', 'g.unique', 'g.values.tolist', 'g.week_number.unique', 'g_na.g.pd.concat.sort_values', 'get_all', 'get_avg_total_claims.d.groupby.apply.reset_index', 'get_best_params', 'get_cols', 'get_cols.d.copy', 'get_cols.d.loc.copy', 'get_cols.g.drop.astype', 'get_cols.gg.loc.head', 'get_cols.gg_replace.loc.head', 'get_covid', 'get_dummies', 'get_edu_cols', 'get_gender_cols', 'get_industry', 'get_industry_cols', 'get_mae', 'get_one_hot', 'get_prediction', 'get_race_cols', 'get_result_map', 'get_rms', 'get_subset', 'get_tables', 'get_train_test', 'get_unemployment', 'get_wage', 'get_week_number_map', 'gg.columns.difference', 'gg.copy', 'gg.drop', 'gg.dropna', 'gg.impute_func.head', 'gg.impute_iterative.head', 'gg.impute_rowsum.head', 'gg.plot', 'grid.best_estimator_.predict', 'grid.fit', 'grp.fsm.ols.fit', 'imp.apply', 'imp.to_csv', 'imp_tot.groupby', 'imp_tot.groupby.apply', 'imp_tot.to_csv', 'import', 'imput', 'impute', 'impute.d.groupby.apply.reset_index', 'impute_all', 'impute_all.imp_tot.groupby.apply.reset_index', 'impute_all.raw.groupby.apply.reset_index', 'impute_all.raw_full.groupby.apply.reset_index', 'impute_func', 'impute_industry', 'impute_industry.d.groupby.apply.reset_index', 'impute_iterative', 'impute_logistic', 'impute_rowsum', 'impute_total_claims.raw_full.groupby.apply.reset_index', 'imputer.fit_transform', 'impyute.imputation.cs.mice', 'insert_na_week_number', 'insert_na_week_number.raw.groupby.apply.reset_index', 'int', 'iter_cat', 'itertools.product', 'l.append', 'l.pd.DataFrame.reset_index', 'l.pd.DataFrame.sort_values', 'last.to_dict', 'last_week_number.x.week_number.x.loc.copy', 'len', 'list', 'load_clean', 'load_data', 'load_data_full', 'load_ewm', 'load_imp', 'load_imp_industry', 'load_imp_tot', 'load_raw', 'load_raw.isnull', 'load_raw.isnull.sum', 'load_raw_full', 'max', 'max_avail_week_number.x.week_number.x.loc.copy', 'min', 'mod.fit', 'model.fit', 'model.get_params', 'model.predict', 'model.score', 'model.select_order', 'moving_average', 'np.abs', 'np.arange', 'np.arange.print.map', 'np.array', 'np.cumsum', 'np.isnan', 'np.linspace', 'np.random.randn', 'np.range', 'optimize_xbg', 'optimize_xgb', 'os.path.isfile', 'others.sum', 'p.astype', 'p.fillna', 'p.iterrows', 'p.map', 'p.replace', 'p.to_csv', 'p.total_claims.isna', 'p.uu_id.unique', 'pandas.DataFrame', 'pd.DataFrame', 'pd.DateOffset', 'pd.DatetimeIndex', 'pd.Series', 'pd.Timestamp', 'pd.concat', 'pd.get_dummies', 'pd.plotting.autocorrelation_plot', 'pd.read_csv', 'pd.set_option', 'pd.to_datetime', 'plot', 'plot_arima_linear', 'plot_avg_total_claims', 'plot_cat', 'plot_edu', 'plot_impute', 'plot_impute_iterative', 'plot_industry', 'plot_regression', 'plot_rf', 'plot_varmax', 'plot_xbg', 'plot_xgb', 'plt.close', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplot', 'plt.subplots', 'plt.tight_layout', 'pred.conf_int', 'pred.predicted_mean.plot', 'predict', 'predict_all', 'preprocess_xgb', 'print', 'print_impute', 'print_impute_cat', 'print_impute_rowsum', 'proprocess_xgb', 'query', 'query_job.to_dataframe', 'r.astype', 'r.set_index', 'r.to_csv', 'range', 'raw.drop', 'raw.drop_duplicates', 'raw.duplicated', 'raw.gropuby', 'raw.gropuby.apply', 'raw.group', 'raw.groupby', 'raw.groupby.apply', 'raw.loc.duplicated', 'raw.replace', 'raw.reset_index', 'raw.sort_values', 'raw.to_csv', 'raw.top_category_employer1.isna', 'raw.uu_id.unique', 'raw.week_number.unique', 'raw_full.groupby', 'raw_full.groupby.apply', 'raw_full.to_csv', 'read_data', 'reg.fit', 'reg.predict', 'regression.fit', 'replace_na_cols', 'replace_nan_cols', 'result.week_number.max', 'result_rf.to_csv', 'results.forecast', 'results.get_prediction', 'results.plot', 'results.plot_acorr', 'results.plot_diagnostic', 'results.plot_diagnostics', 'results.plot_forcast', 'results.plot_forecast', 'results.predict', 'results.summary', 'results.summeary', 'results.summery', 'results.to_csv', 'rf.fit', 'rf.predict', 'rf_industry', 'rf_industry.d.groupby.apply.reset_index', 'rf_industry_wrap', 'rf_industry_wrap.d.groupby.apply.reset_index', 'row.isna', 'row.isna.row.index.map', 'row.isna.row.map', 'row.isna.sum', 'row.np.array.isna', 'row.np.array.isna.sum', 'row.np.array.isnull', 'row.np.array.isnull.sum', 'row.values', 'row.values.isna', 'row.values.isnan', 'row.values.np.array.isnull', 'row.values.np.array.isnull.sum', 'rr.to_dict', 'run_rf', 'run_rf_all', 'run_var', 'run_var.d.groupby.apply.reset_index', 'run_var_all', 'run_varmax', 'run_xbg', 'run_xgb', 'run_xgb_all', 'run_xgb_old', 's.map', 'series.map', 'simplefilter', 'sk.model_selection.GridSearchCV', 'sklearn.ensemble.RandomForestRegressor', 'sklearn.ensemble.RandomForestRegressor.fit', 'sklearn.impute.IterativeImputer', 'sklearn.impute.SimpleImputer', 'sklearn.linear_model.LinearRegression', 'sklearn.linear_model.LogisticRegression', 'sklearn.linear_model.LogisticRegression.fit', 'sklearn.model_selection.GridSearchCV', 'sklearn.model_selection.train_test_split', 'sklearn.preprocessing.LabelEncoder', 'sklearn.proprocessing.LabelEncoder', 'sm.tsa.VARMAX', 'sm.tsa.statespace.SARIMAX', 'sns.heatmap', 'sns.set', 'sorted', 'str', 'sum', 't.to_csv', 'temp.astype', 'temp.to_dict', 'test', 'test.fillna', 'test.plot', 'test_ewm', 'test_moving_average', 'total_claims.tail', 'train.drop', 'train_test_split', 'tt.drop', 'type', 'u.county_fips.unique', 'u.countyfips.unique', 'u.edu_8th_or_less.isna', 'u.join', 'u.sort_values', 'u.to_csv', 'u.tract.unique', 'u.tract_name.unique', 'u.uu_id.unique', 'u.uuid.unique', 'var.fit', 'var.select_order', 'varmax', 'w.to_csv', 'w.uu_id.average_wage', 'w.uu_id.unique', 'warnings.filterwarnings', 'warnings.simplefilter', 'week_number.g.week_number.g.loc.to_dict', 'week_number_to_date', 'week_number_to_datetime', 'weeknumber.g.week_number.g.loc.to_dict', 'weights.items', 'weights.values', 'ww.set_index', 'x.copy', 'x.dropna', 'x.dropna.mean', 'x.mean', 'x.mean.dropna', 'x.reset_index', 'x.shift', 'x.week_number.max', 'x.week_number.x.loc.copy', 'x_test.copy', 'xgb.XGBRegressor', 'xgb_next', 'y.any', 'y.corr', 'y.drop', 'y.plot', 'y.reset_index', 'y.values.ravel', 'y_pred.plot', 'y_train.get_dummies', 'y_train.ravel', 'y_train.uniques', 'y_train.values.ravel', 'y_train.values.uniques', 'ycol.g.copy', 'ycol.g.isnull', 'ycol.y_train.unique', 'yhat.copy', 'ylabel.g.astype']"
ktang,9,"['DataFrame', 'LinearRegression', 'LogisticRegression', 'SGDRegressor', 'abs', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'covid19_cases_data.tail', 'data.corr', 'data.drop', 'data.head', 'data.plot', 'data.sample', 'data.set_index', 'data.shift', 'df.append', 'df.mean', 'df_pred_list.head', 'df_pred_list.unique', 'df_schema.head', 'df_three_col.drop_duplicates', 'df_three_col.head', 'df_three_col.isin', 'df_three_col.sort_values', 'df_three_col.tail', 'df_three_col.to_csv', 'df_unemployment.head', 'df_unemployment.unique', 'df_unemployment.unique.sort', 'df_wage.head', 'example_function', 'head', 'import', 'int', 'isin', 'len', 'lgb.Dataset', 'lgb.plot_importance', 'lgb.train', 'load_boston', 'logisticRegr.fit', 'logisticRegr.predict', 'logreg.fit', 'logreg.predict', 'max', 'max_week.isin.test_data.test_data.values', 'max_week.test_data.isin.test_data.values', 'mean_squared_error', 'min', 'model.fit', 'model.predict', 'np.array', 'np.array.reshape', 'np.cumsum', 'np.linspace', 'np.random.randn', 'np.reshape', 'pandas.DataFrame', 'pandas.concat', 'pd.DataFrame', 'pd.Series', 'pd.concat', 'pd.to_datetime', 'plt.figure', 'plt.grid', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplots', 'plt.title', 'plt.xlabel', 'plt.ylabel', 'print', 'query.to_dataframe', 'query_job.to_dataframe', 'query_job_un.to_dataframe', 'random.seed', 'range', 'reg.fit', 'reg.predict', 'res.append', 'res.concat', 'res.to_csv', 'seaborn.lmplot', 'sgdr.fit', 'sgdr.predict', 'sns.boxplot', 'sns.heatmap', 'sns.lmplot', 'sns.scatterplot', 'sorted', 'test_data.isin', 'test_data.mean', 'test_data.np.array.reshape', 'test_data.tail', 'test_data.to_numpy', 'test_data.tolist', 'test_data.values.np.array.reshape', 'train_test_split', 'week_id.isin.test_data.test_data.values', 'week_id.test_data.isin.test_data.values', 'y.plot', 'y_pred.plot', 'zip']"
kushald2805,9,"['LinearRegression', 'abs', 'ax', 'ax.figure', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'data.corr', 'data.data_type', 'data.describe', 'data.drop', 'data.dtype', 'data.dtypes', 'data.head', 'data.isna', 'data.isna.sum', 'data.shift', 'data.value_counts', 'df.dtype', 'df.mean', 'figsize', 'figure', 'import', 'list', 'model.fit', 'model.predict', 'pandas.DataFrame', 'pd.DataFrame', 'pd.Dataframe', 'pd.Series', 'pd.dtype', 'pd.set_option', 'pd.to_dataframe', 'pd.to_datetime', 'plt.figure', 'plt.figure.set_figwidth', 'plt.show', 'print', 'query_job.to_dataframe', 'set', 'sns.heatmap', 'type', 'y.plot', 'y_pred.plot']"
lawalogunfowora,9,"['LinearRegression', 'abs', 'ax.fill_between', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'cols_plot.data.plot', 'columns_arima.append', 'columns_rel.append', 'const.show', 'cont.show', 'csv.DictReader', 'data.corr', 'data.data.to_list', 'data.drop_duplicates', 'data.fillna', 'data.gender_female.unique', 'data.gender_male.unique', 'data.gender_na.unique', 'data.head', 'data.info', 'data.plot', 'data.race_amerindian.unique', 'data.race_asian.unique', 'data.race_black.unique', 'data.race_hawaiiannative.unique', 'data.race_noanswer.unique', 'data.race_other.unique', 'data.sample', 'data.set_index', 'data.uu_id.unique', 'data_arima.groupby', 'data_arima.groupby.reset_index', 'data_arima.groupby.sum', 'data_arima.groupby.sum.reset_index', 'data_arima.head', 'data_arima.reset_index', 'data_arima.set_index', 'data_arima.to_DataFrame', 'data_arima.to_frame', 'data_arima.unique', 'data_arima.unique.to_list', 'data_dict.key', 'data_dict.keys', 'file_param.to_dict', 'file_seasonal.to_dict', 'filename.head', 'filename.to_dict', 'final_file.to_csv', 'first_trial.head', 'format', 'i.data_arima.data_arima.groupby', 'i.data_arima.data_arima.groupby.sum', 'i.data_arima.data_arima.groupby.sum.reset_index', 'import', 'itertools.product', 'j.set_index', 'key.results.forecast', 'len', 'list', 'max', 'min', 'mod.fit', 'model.fit', 'my_dict.keys', 'np.array', 'np.asarray', 'open', 'param_dict_copy.pd.DataFrame.to_csv', 'param_dict_copy.to_csv', 'pd.DataFrame', 'pd.merge', 'pd.read_csv', 'pd.to_datetime', 'plt.figure', 'plt.legend', 'plt.show', 'pred.append', 'pred.conf_int', 'pred.predicted_mean.plot', 'print', 'query_job.to_dataframe', 'rand_list.append', 'range', 'relevant_features.index.to_list', 'relevant_features.to_list', 'results.keys', 'seasonal_dict_copy.pd.DataFrame.to_csv', 'sm.tsa.statespace.SARIMAX', 'sns.boxplot', 'sns.heatmap', 'sns.set', 'submit.head', 'submit.info', 'submit.uu_id.unique', 'submit.uu_id.unique.size', 'test_2.info', 'tuple', 'warnings.filterwarnings', 'x.data_dict.plot', 'x.results.forecast', 'x.results.get_prediction', 'x.results.plot_diagnostics', 'y.astype']"
linkthelord,9,"['Dense', 'Dropout', 'GradientBoostingRegressor', 'LE.fit_transform', 'LSTM', 'LSTM_regressor.add', 'LSTM_regressor.compile', 'LSTM_regressor.fit', 'LabelEncoder', 'RB_other.transform', 'RobustScaler', 'SC_other.fit_transform', 'SC_other.transform', 'Sequential', 'StandardScaler', 'a.drop', 'a.isna', 'a.isna.sum', 'a.select_dtypes', 'a.select_dtypes.columns.a.fillna', 'approximatedimputation', 'auto_arima', 'ax.fill_between', 'ax.set_xlabel', 'ax.set_ylabel', 'bestp.append', 'bigquery.Client', 'bigquery_client.list_datasets', 'bigquery_client.query', 'c.drop', 'c.drop.reset_index', 'c.drop.to_csv', 'c_XTest.to_numpy', 'c_XTrain.astype', 'c_XTrain.to_numpy', 'c_YTrain.astype', 'col.df3.astype', 'col.df3.nunique', 'col.df3.str.replace', 'combined.drop', 'combined.dropna', 'combined.dtype', 'combined.fill_na', 'combined.fillna', 'combined.groupby', 'combined.groupby.sum', 'combined.groupby.sum.reset_index', 'combined.head', 'combined.iloc.drop', 'combined.isna', 'combined.isna.sum', 'combined.max.combined.combined.prediction.merge.to_csv', 'combined.max.combined.combined.prediction.pd.merge.drop_duplicates', 'combined.max.combined.combined.prediction.pd.merge.drop_duplicates.to_csv', 'combined.max.combined.combined.prediction.pd.merge.to_csv', 'combined.mean', 'combined.plot', 'combined.prediction.pd.merge.drop_duplicates', 'combined.prediction.pd.merge.drop_duplicates.to_csv', 'combined.prediction.pd.merge.to_csv', 'combined.rename', 'combined.to_csv', 'combinedd.drop', 'complete.i.complete.mean', 'complete.mean', 'covid19_cases_data.head', 'data.colname', 'data.colnames', 'data.groupby', 'data.groupby.sum', 'data.groupby.sum.reset_index', 'data.head', 'data.unique', 'data.valuas', 'data.values', 'df.mean', 'df1.uu_id.nunique', 'df2.uu_id.nunique', 'df3.astype', 'df3.copy', 'df3.corr', 'df3.drop', 'df3.replace', 'df3.uu_id.nunique', 'df3.uu_id.unique', 'experiment.append', 'experiment.groupby', 'experiment.groupby.sum', 'experiment.groupby.sum.reset_index', 'experiment.unique', 'experiment.unique.prediction.prediction.loc.index.astype', 'f.read', 'firstgroup.combined.sum', 'format', 'gb.get_group', 'gbr.fit', 'gbr.predict', 'gbr.score', 'get_predictions', 'groups.append', 'groups.groupby', 'groups.groupby.sum', 'groups.groupby.sum.reset_index', 'groups.unique', 'groups.unique.prediction.prediction.loc.index', 'groups.unqiue', 'groups.values', 'head', 'i.combined.fillna', 'i.combined.mean', 'i.combined.mode', 'i.groups.groupby', 'i.groups.groupby.sum', 'i.groups.groupby.sum.reset_index', 'i.groups.unique', 'i.groups.unique.prediction.prediction.loc.index.astype', 'import', 'int', 'itertools.product', 'j.i.data.values.isna', 'l.append', 'len', 'line.split', 'list', 'max', 'mean', 'mean_squared_error', 'mod.fit', 'nn.Linear', 'nn.ReLU', 'np.array', 'np.asarray', 'np.insert', 'np.na', 'np.reshape', 'open', 'os.makedirs', 'pandas.DataFrame', 'pd.DataFrame', 'pd.get_dummies', 'pd.isna', 'pd.merge', 'pd.read_csv', 'pd.to_datetime', 'plt.legend', 'plt.show', 'pred.conf_int', 'pred.forecast', 'pred.predicted_mean', 'pred.predicted_mean.plot', 'prediction.columns.tolist', 'prediction.merge', 'prediction.to_csv', 'prediction.unique', 'prediction_list.copy', 'prediction_list.loc.to_csv', 'prediction_list.to_csv', 'prediction_sub.to_csv', 'print', 'query_job.to_dataframe', 'query_job1.to_dataframe', 'query_job2.to_dataframe', 'range', 'regressor.predict', 'result_list.append', 'results.get_prediction', 'results.plot_diagnostics', 'results.summary', 'sc.fit_transform', 'sc.transform', 'secondgroup.combined.sum', 'self.MyNetwork.super.__init__', 'self.fc1', 'self.fc2', 'self.relu', 'set', 'sm.tsa.statespace.SARIMAX', 'sns.lineplot', 'sns.scatterplot', 'stats.linregress', 'stepwise_fit.summary', 'str', 'subgroups.set_index', 'sum', 'super', 'temp.astype', 'thirdgroup.combined.sum', 'torch.rand', 'train_test_split', 'type', 'unique', 'warnings.filterwarnings', 'y.astype', 'y.plot']"
m-2dschnell,9,"['GridSearchCV', 'HistGradientBoostingRegressor', 'RandomForestRegressor', 'abs', 'bigquery.Client', 'bigquery_client.query', 'col.i.x.x.loc.mean', 'col.x.max', 'data.astype', 'data.corr', 'data.describe', 'data.drop', 'data.drop_duplicates', 'data.duplicated', 'data.factorize', 'data.fillna', 'data.fillna.head', 'data.groupby', 'data.groupby.sum', 'data.groupby.sum.reset_index', 'data.head', 'data.race_amerindian.sum', 'data.set_index', 'data.sum', 'data.total_claims.sum', 'df.duplicated', 'format', 'grid.fit', 'gridcv_xgb.predict', 'import', 'itertools.product', 'len', 'li.append', 'list', 'mod.fit', 'model.compile', 'model.fit', 'model.predict', 'model.score', 'np.asarray', 'np.where', 'out_df.to_csv', 'pd.DataFrame', 'pd.Index', 'pd.to_datetime', 'pd.to_numeric', 'plt.figure', 'plt.show', 'pred.apply', 'pred.describe', 'pred.drop', 'pred.factorize', 'pred.head', 'pred.isin', 'pred.summary', 'pred.to_numeric', 'pred.x.x.loc.mean', 'print', 'query_job.to_dataframe', 'r2_score', 'range', 'results.summary', 'set', 'sm.tsa.statespace.SARIMAX', 'sns.heatmap', 'tf.keras.Sequential', 'tf.keras.layers.Dense', 'tf.keras.losses.SparseCategoricalCrossentropy', 'train_test_split', 'type', 'uu_id.factorize', 'x.astype', 'x.factorize', 'x.isin', 'x.max', 'x_train.fillna', 'xgb.XGBRegressor', 'y.astype', 'y.plot']"
manthankeim,9,"['Counter', 'N.rndperm.df.loc.copy', 'PCA', 'Pipeline', 'StandardScaler', 'TSNE', 'UMAP', 'ax.matshow', 'ax.scatter', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'ax.set_zlabel', 'ax.subplot.gca', 'axs.plot', 'axs.set_title', 'bigquery.Client', 'bigquery_client.query', 'chart_metrics.keys', 'col.df.plot', 'col.df_post.plot', 'col.df_pre.plot', 'credentials.Certificate', 'data.plot.bar', 'data.user_email.isin', 'data_active.apply', 'data_active.str.find', 'data_active.tolist', 'database.collection', 'database.collection.get', 'database.collection.where', 'datetime.now', 'df.apply', 'df.plot', 'df.to_csv', 'df_post.head', 'df_post.plot', 'df_post.set_color_cycle', 'df_pre.column', 'df_pre.columns', 'df_pre.head', 'df_pre.plot', 'dict', 'digits.target.astype', 'display', 'doc.id.lower', 'doc.id.str.database.collection.get', 'doc.to_dict', 'doc.to_dict.value_counts', 'docs.to_csv', 'draw_imports_subplots', 'dt', 'email_list.append', 'event.append', 'event.value_counts', 'exp_plot.participant.emotion.pn.Column.embed', 'feat_cols.i.rndperm.df.loc.values.reshape', 'feat_cols.i.rndperm.df.loc.values.reshape.astype', 'fetch_openml', 'fig.add_subplot', 'fig.add_trace', 'fig.gca', 'fig.show', 'fig.update_layout', 'fig.update_traces', 'fig_2d.show', 'fig_3d.show', 'fig_3d.update_traces', 'fig_means.add_trace', 'fig_means.show', 'fig_means.update_layout', 'final_plat.isin', 'final_plat.sum', 'final_plat.to_csv', 'firebase_admin.initialize_app', 'firestore.client', 'float', 'form.to_dict', 'format', 'go.Bar', 'go.Box', 'go.Figure', 'go.Scatter', 'go.scatter.Line', 'go.scatter.Marker', 'have_queried.apply', 'have_queried.str.find', 'hub_metrics_object', 'import', 'inactive.apply', 'inactive.str.find', 'inactive.to_list', 'len', 'list', 'load_digits', 'load_iris', 'load_wine', 'make_subplots', 'math.pow', 'metric.submission_group_means.append', 'metric.submission_means.append', 'my_ax.set_color_cycle', 'np.random.permutation', 'np.random.seed', 'out', 'pandas.DataFrame', 'pca.fit_transform', 'pd.DataFrame', 'pd.ExcelFile', 'pd.concat', 'pipe.fit_transform', 'plot.legend_elements', 'plot_mean_line', 'plt.figure', 'plt.figure.gca', 'plt.gray', 'plt.legend', 'plt.scatter', 'plt.show', 'plt.subplot', 'plt.subplots', 'plt.tight_layout', 'plt.title', 'plt.xlabel', 'plt.ylabel', 'pn.Column', 'pn.Widgets.IntSlider', 'pn.Widgets.Select', 'pn.depends', 'pn.widgets.IntSlider', 'pn.widgets.Select', 'post.parse', 'post_plot.plot', 'pre.parse', 'pre_plot.plot', 'print', 'print_hub_metrics_list', 'print_stats_result', 'print_t_result', 'px.bar', 'px.data.iris', 'px.line', 'px.scatter', 'px.scatter_3d', 'px.scatter_matrix', 'query_job.to_dataframe', 'range', 'read_json_file', 'run_submission_t_tests', 'scistats.ttest_ind', 'set', 'sns.color_palette', 'sns.scatterplot', 'stats.mean', 'stats.stdev', 'str', 'submissionId.submission_data.append', 'submissionId.submission_group_data.append', 'submission_t_test', 'subplot_labels.append', 'subplot_labels_arr.append', 't_test', 'temp_df.bar', 'temp_df.hvplot', 'temp_df.plot', 'ten_days.database.collection.where.stream', 'time.time', 'timedelta', 'tsne.fit_transform', 'type', 'umap_2d.fit', 'umap_2d.fit_transform', 'umap_2d.transform', 'umap_3d.fit_transform', 'user.lower', 'user_em.append', 'user_ids.append', 'user_metrics.keys', 'x.most_common', 'y.most_common']"
mapldx,9,[]
